client_id	path	sentence_id	sentence	sentence_domain	up_votes	down_votes	age	gender	accents	variant	locale	segment
c92feeeea5101fc79ef7d4e7a2e5b978ea7c8f4cc72cbe07e60261724c6a9ba9eccd1b9f4217e5ab792d31fafb6fe5a4defd4390a79aa3b53acd65d4b206a275	common_voice_az_26658644.mp3	01199e9a3cec1177dc20be43d963d25c0686982d6cee402ae21551d3fe7bf31f	Sürfənin belə qidalanma xüsusiyyəti həm də sahibin pup mərhələsi üçün qeyd edilmişdir.		0	2					az	
c92feeeea5101fc79ef7d4e7a2e5b978ea7c8f4cc72cbe07e60261724c6a9ba9eccd1b9f4217e5ab792d31fafb6fe5a4defd4390a79aa3b53acd65d4b206a275	common_voice_az_26658647.mp3	00fdce5d0791aa3c985be8e0073aa50980e5dca8a1a707ee22fda3146d4c86b5	Hüseyn xan Kərim xan Zəndin hökmranlığı dövründə də həmin vəzifədə qalmışdı.		0	2					az	
4d13a42a3780bec01cb456eb0bec61d37e8a53e399073674d7dbc0a2391baba85767852a418973f09624c7c9367f47795f925b51fb1f5b46bd9f753b87b11e8b	common_voice_az_27367112.mp3	012a50491a676f51851b17432051a1883422731de05287778f482b7fd653bcd9	Çılpaq dənli bitkilərin üzərində çiçək qişası olmur.		1	2					az	
4d13a42a3780bec01cb456eb0bec61d37e8a53e399073674d7dbc0a2391baba85767852a418973f09624c7c9367f47795f925b51fb1f5b46bd9f753b87b11e8b	common_voice_az_27367113.mp3	0157fa44944c74806a4f37a24fc99bf627310556616bc597f488bd11bc97d66e	Oğlu Sultan Mahmudun səltənətinin ilk ili Patrona Xəlil və tərəfdarlarının idarəsi altında keçdi.		0	2					az	
4d13a42a3780bec01cb456eb0bec61d37e8a53e399073674d7dbc0a2391baba85767852a418973f09624c7c9367f47795f925b51fb1f5b46bd9f753b87b11e8b	common_voice_az_27367114.mp3	006cad0fdff025a4977c070a58f0bc01873f3297f90018522d53a867aef399ea	Ümumrusiya Sənaye Əməkdaşlıq Şurasında baş məsləhətçi vəzifəsində çalışır.		0	2					az	
4d13a42a3780bec01cb456eb0bec61d37e8a53e399073674d7dbc0a2391baba85767852a418973f09624c7c9367f47795f925b51fb1f5b46bd9f753b87b11e8b	common_voice_az_27367115.mp3	010583e69f6dcaedaaec95edde09e90826b2334677ed5a8ef1145b028c3bf5b1	Hüquq fakültəsi Lund Universitetinin yarandığı gündən fəaliyyət göstərir.		0	2					az	
a2d570597196c14cde5aad5300acfa5b12b440b1bd1e626150cd01cc423dbc270122328fd06aec60df2eb6cbe8ba774b19db9cbaae00a08231f76eb4e0a6b0d1	common_voice_az_27426030.mp3	011ca2975f2b0f9dd644e243694f3e72f6119ea17adc326525779d1c1c04d068	Hamı işlə məşğuldur.		1	2					az	
dda687b0c72d6a05cb03e47401dbead4d8f09a26ba37061c1c413ae7923569dffcf05a9a2c46b152992a2d733dada1daff038e4fab9e7f38d0600ccc6a1f0b49	common_voice_az_27646596.mp3	00e67311b0a9298ee8cd3a6887e7b4c8648bea57e6d0b2192d568b90c7c80f5d	Mənbələrdə Aşağı Qaraməryəm variantında da qeyd olunur.		1	2	twenties	male_masculine			az	
dda687b0c72d6a05cb03e47401dbead4d8f09a26ba37061c1c413ae7923569dffcf05a9a2c46b152992a2d733dada1daff038e4fab9e7f38d0600ccc6a1f0b49	common_voice_az_27646608.mp3	00b8460245fd1febb1f650c405853fc9b298fbbefcbf7e371a7d5561c4b4f48f	Xarici yanma mühərriki olan bir istilik mühərriki növüdür.		1	2	twenties	male_masculine			az	
dda687b0c72d6a05cb03e47401dbead4d8f09a26ba37061c1c413ae7923569dffcf05a9a2c46b152992a2d733dada1daff038e4fab9e7f38d0600ccc6a1f0b49	common_voice_az_27646610.mp3	003bf4dcc7c4bdd6fad426bf57945f2eede939f066c213ba9dbb6621f5fc16ac	Binanın layihəsi bu gündə qorunub saxlanılmışdır.		1	2	twenties	male_masculine			az	
